code,name,scie,grup,desc
D072,"Snake gourd, short",Trichosanthes anguina,Other Vegetables,A. Dhunduli; B. Chichinga; G. Pandola; H. Chachinda; Kan. Podavala; Kh. Jingka; Mal. Padavalanga; Mar. Padwal; N. Chichindo; O. Chachinda; P. Galartori; S. Cicinndda; Tam. Pudalangai; Tel. Potla kaya; U. Chichinda.
D073,"Tinda, tender",Praecitrullus fistulosus,Other Vegetables,"E. Indian squash, Round melon, Indian round gourd, Apple gourd, Indian baby pumpkin; G. Tadabuch; H. Tinda; Kan. Thondekkai; Kash. Tinda; Mar. Dhemase; N. Tinda; P. Tinda; U. Tinde."
D074,"Tomato, green",Solanum lycopersicum,Other Vegetables,A. Kesa bilahi; B. Kacha Tomato; H. Tamator ; Kan. Goore Hannu; Kash. Rowagun; Kh. Soh saw jyrngam; Mal. Takkali; M. Khamen Ashinba; Mar. Hara velvangi; O. Bilati Baigan; P. Kaccha tamator; Tam. Thakkali kai; Tel. Ramamulagakaya; U. Kaccha tamatar.
D075,"Tomato, ripe, hybrid",Solanum lycopersicum,Other Vegetables,A. Poka bilahi; B. Tomato; G. Tameta; H. Tamator; Kan. Goore Hannu; Kash. Rowangun; Kh. Soh saw dkhar; Mal. Takkali pazham; M. Khamen ashinba; Mar. Velvangi; O. Bilati baigan; P. Pakke tamator; S. Rakta phalam; N. Gholobheda; Tam. Takkali pazham; Tel. Ramamulagakaya; U. Pakka tamatar.
D076,"Tomato, ripe, local",Solanum lycopersicum,Other Vegetables,A. Poka bilahi; B. Tomato; G. Tameta; H. Tamator; Kan. Goore Hannu; Kash. Rowangun; Mal. Takkali pazham; M. Khamen ashinba; Mar. Velvangi; N. Gholobheda; O. Bilati Baigan; P. Pakke tamator; S. Rakta phalam; Kh. Soh saw khasii; Tam. Takkali pazham; Tel. Ramamulagakaya; U. Pakka tamatar.
D077,"Zucchini, green",Cucurbita pepo,Other Vegetables,"B. Dhudul; E. Courgette, Summer squash; H. Sabed kaddu; Kan. Dilpasand; Kash. Kaashiral; Mar. Kashi bhopla; O. Golu phubi kakuri; Tam. Seemai suraikayi."
D078,"Zucchini, yellow",Cucurbita pepo,Other Vegetables,"B. Dhudul; E. Courgette, Summer squash; H. Sabed kaddu; Kan. Dilpasand; Kash. Kaashiral; Mar. Kashi bhopla; O. Golu phubi kakuri; Tam. Seemai suraikayi."
E001,"Apple, big",Malus domestica,Fruits,"A. Apel; B. Sev; G. Safarjan; H. Sev; Kan. Sebu; Kash. Tsoonth; Kh. Soh apple saw; Mal., Tam. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tel. Sepu/Sema regu; U. Saib."
E002,"Apple, green",Malus domestica,Fruits,A. Apel; B. Sev; G. Lila safarjan; H. Sev; Kan. Sebu; Kash. Tsoonth; Kh. Soh apple Jyrngam; Mal. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tam. Apple pazham; Tel. Sepu/Sema regu; U. Saib.
E003,"Apple, small",Malus domestica,Fruits,A. Apel; B. Sev; G. Safarjan; H. Sev; Kan. Sebu; Kash. Tsoonth; Kh. Soh apple saw; Mal. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tam. Apple pazham; Tel. Sepu/Sema regu; U. Saib.
E004,"Apple, small, Kashmir",Malus domestica,Fruits,A. Apel; B. Sev; G. Safarjan; H. Sev; Kan. Seb; Kash. Tsoonth; Kh. Soh apple saw; Mal. Apple pazham; M. Sem; Mar. Safar chand; N. Shau; O. Sev; P. Seb; S. Seva; Tam. Apple pazham; Tel. Sepu/Sema regu; U. Saib.
E005,"Apricot, dried",Prunus armeniaca,Fruits,A. Malhoi; B. Suska khubani; G. Jardaloo (Suka velu); H. Khoomani; Kan. Jaldaru Hannu; Kash. Tser; Mal. Sheema bedhaam pazham; M. Malhei; Mar. Jardaalu; N. Khattu; P. Kharamani; Tel. Seema Badam/ Jallaru Pandu; Tam. Sakkarai badhami; U. Khubaani.
E006,"Apricot, processed",Prunus armeniaca,Fruits,A. Malhoi; B. Suska khubani; G. Jardaloo; H. Khoomani; Kan. Jaldaru Hannu; Kash. Tser; Mal. Sheema bedhaam pazham; M. Malhei; Mar. Jardaalu; N. Khattu; P. Kharamani; Tam. Sakkarai badhami; Tel. Seema Badam/ Jallaru Pandu; U. Khubaani.
E007,Avocado fruit,Persea  americana,Fruits,B.  Kulunashpati; H. Makhanphal; Kan. Bennephala/Bennehannu; Kash. Goshtub tang; Mal. Aathachakka/ Venna-pazham; Mar. Makhan phal; P. Makhan phal; Tam. Vennaipazham.
E008,Bael fruit,Aegle marmelos,Fruits,"B. Bel; E. Indian bael, Bengal quince, Golden apple, Japanese bitter orange, Stone apple, Wood apple; G. Bila; H. Bel; Kh. Soh bel; Mal. Vilwa pazham; M. Heiri Khagok; P. Bhel; Mar. Bel; Tam. Vilwa pazham; Tel. Marendu pandu."
E009,"Banana, ripe, montham",Musa x paradisiaca,Fruits,A. Poka kol; B. Kola(paka); G. Paka keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait syiem; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella;   S. Kadalii; Tam. Vazha pazham; Tel. Arati pandu; U. Kela.
E010,"Banana, ripe, poovam",Musa x paradisiaca,Fruits,A. Poka kol; B. Kola (paka); G. Paka keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait mon/ ja; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella; S. Kadalii; Tam. Vazha pazham; Tel. Arati pandu; U. Kela.
E011,"Banana, ripe, red",Musa paradisiaca,Fruits,A. Poka kol; B. Kola (paka); G. Lal paka keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait saw; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella; S. Kadalii; Tam. Sevvazhaipazham; Tel. Arati pandu; U. Kela.
E012,"Banana, ripe, robusta",Musa x paradisiaca,Fruits,A. Poka kol; B. Kola (paka); G. keda; H. Kela; Kan. Bale hannu; Kash. Kela; Kh. Kait jaji; Mal. Vazha pazham; M. Laphoi; Mar. Kele; N. Kera; O. Champa kadali; P. Kella; S. Kadalii; Tam. Vazhaipazham; Tel. Arati pandu; U. Kela.
E013,Black berry,Rubus sp.,Fruits,A. Kola jamu; B. Kalojam; E. Blackberry; G. Jambu; H. Kala Jamun; Kan. Neralai; Kh. Soh jam/ Soh jamun; Mal. Naval pazham; M. Jaam; Mar. Jambhool; O. Jamukoli; P. Jamun; Tam. Nagapazham; Tel. Neredupandu.
E014,"Cherries, red",Prunus avium,Fruits,G. Cherry; H. Gilas; Kan. Kadugempu; Kash. Gilas; Kh. Soh sherri; Mal. Cherrypazham; Mar. Cherry phal; P. Cherry; Tam. Cherry pazham; Tel. Cherri pandu.
E015,"Currants, black",Ribes nigrum,Fruits,"A. kismis; E. Zante currants, Corinth raisins, Corinthian raisins; G. kadi draksh; H. Munakka; Kan. Nerale hannu; Kh. Soh kismis iong; Mal. Najavalppazham; Mar. Kala pravaha; Tam. Karunthiratcha; Tel. Nalla Kishmish; U. kala kishmish."
E016,Custard apple,Annona squamosa,Fruits,"A. Sitaphal; B. Ata; E. Sugar apple, Sweetsop; G. Sitapad; H. Sharifa; Kan. Sharifa; O. Ata; Mal., Mar. Sitaphal; P. Sharifa; Tam. Seethapazham; Tel. Sitaphalam."
E017,"Dates, dry, pale brown",Phoenix dactylifera,Fruits,A. Khajur; B. Kharjura; E. Date palm; G. Kharek; H. Chuhara; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Chawara; S. Kharjura; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.
E018,"Dates, dry, dark brown",Phoenix dactylifera,Fruits,A. Khajur; B. Kharjura; E. Date palm; G. Chuhara; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Chawara; S. Kharjura;   Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.
E019,"Dates, processed",Phoenix dactylifera,Fruits,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.
E020,Fig,Ficus Carica,Fruits,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.
E021,Goosberry,Emblica officinalis,Fruits,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.
E022,"Grapes, seeded, round, black",Vitis vinifera,Fruits,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.
E023,"Grapes, seeded, round, green",Vitis vinifera,Fruits,A. Angoor; B. Angoor; G. Lili Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape jyrngam; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.
E024,"Grapes, seeded, round, red",Vitis vinifera,Fruits,A. Angoor; B. Angoor; G. Lal Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape saw; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.
E025,"Grapes, seedless, oval, black",Vitis vinifera,Fruits,A. Angoor; B. Angoor; G. Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.
E026,"Grapes, seedless, round, green",Vitis vinifera,Fruits,A. Angoor; B. Angoor; G. Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape jyrngam; Mal. Mundiringa; M. Angoor; Mar. Draksha ; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.
E027,"Grapes, seedless, round, black",Vitis vinifera,Fruits,G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.
E028,"Guava, white flesh",Psidium guajava,Fruits,A. Madhurium; B. Peyara; G. Jamphad; H. Amrud; Kan. Seebe; Kash. Amrodh; Kh. Soh pyriam; Mal. Perakka (nattu); M. Pungton; Mar. Peru; N. Aamba; O. Pijuli (deshi); P. Amrud; S. Peruka; Tam. Koiyapazham; Tel. Jama pandu; U. Amrood.
E029,"Guava, pink flesh",Psidium guajava,Fruits,H. Amrud; Tel. Jama pandu; Tam. Koiyapazham; Kan. Seebe; Mal. Perakka; Mar. Peru; O. Pijuli; B. Peyara; G. Lal jamphad; P. Amrud; A. Madhurium; Kash. Amrodh; S. Peruka; N. Aamba; M. Bilaiti pungton; Kh. Soh pyriam.
E030,"Jack fruit, ripe",Artocarpus heterophyllus,Fruits,"A. Kothal; B. Kanthal; E. Jakfruit, Jak; G. Phanas; H. Kathal; Kan. Halasu; Kh. Soh phan; Mal. Chakka; M. Theibong; Mar. Phanas; N. Katahar; O. Panasa; P. Kathal; Kash. Bindu; S. Panasa; Tam. Palapazham; Tel. Panasa; U. Kathahal."
E031,"Jambu fruit, ripe",Syzygium samarangense,Fruits,"A. Jamu; B. Jaamrool; E. Java apple, Semarang rose apple, Wax jambu; H. Jamun; Kan. Neralai; Mal. Naval pazham; Mar. Jambhool; O. Jamukoli; P. Jamun; Tam. Nagapazham; Tel. Neredupandu."
E032,Karonda fruit,Carissa carandas,Fruits,"A. Korja tenga; B. Koromcha; G. Karamda; H. Balalak, dindimi; Kan. Karekayi; Mar. Karvand; Mal. Karakka; O. Sushena; P. Karonda; S. Karamazda; Tam. Kalakkay/ Parungala; Tel. Kalive."
E033,"Lemon, juice",Citrus limon,Fruits,H. Nimbhu; Tel. Nimapandu ; O. Kagaji limbu; B. Pati Lebu; G. Limbu; P. Nibu; U. Neembu; A. Nemu; Kash. Nyomb; S. Lehin; N. Kaagati; M. Champra Mahi; Kh. Soh jew.
E034,"Lime, sweet, pulp",Citrus limetta,Fruits,H. Mosambi; Tel. Gaja nimma pandu; Tam. Kolinchi pazham; Kan. Gaja nimbe; Mar. Limbu goda; B. Mitha lebu; G. Mosambi; A. Mosumi; Kash. Mosambi; P. Mosami; Kh. Soh balensha.
E035,Litchi,Litchi chinensis,Fruits,A. Lichu; B. Lichu; E. Lychee; G. Lichi; H. Lichi; Kash. Lichi; Kh. Soh manir; Mal. Lichi; M. Lichu; Mar. Lichi; N. Lichi; O. Letchu; P. Lichi; Tam. Lichi; Tel. Lichi; Kan. Lichi; U. Lichi.
E036,"Mango, ripe, banganapalli",Mangifera indica,Fruits,A. Aam; B. Aam(paka); G. Keri; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.
E037,"Mango, ripe, gulabkhas",Mangifera indica,Fruits,A. Aam; B. Aam (paka); G. Pakeli Kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.
E038,"Mango, ripe, himsagar",Mangifera indica,Fruits,A. Aam; B. Aam (paka); G. Keri; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.
E039,"Mango, ripe, kesar",Mangifera indica,Fruits,A. Aam; B. Aam (paka); G. Kesar kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.
E040,"Mango, ripe, neelam",Mangifera indica,Fruits,A. Aam; B. Aam (paka); G. Nilam kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam  pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.
E041,"Mango, ripe, paheri",Mangifera indica,Fruits,A. Aam; B. Aam (paka); G. Keri; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); S. Aamra; Tam. Mampazham; Tel. Mamidi pandu; U. Pakka aam.
E042,"Mango, ripe, totapari",Mangifera indica,Fruits,A. Aam; B. Aam (paka); G. Totapuri kedi; H. Aam (paka); Kan. Mvina hannu; Kash. Aamb; Kh. Soh pieng; Mal. Mam pazham; M. Heinou Amunba; Mar. Amba (piklela); N. Ampa; O. Amba (pachila); P. Aam; S. Aamra; Tel. Mamidi pandu; Tam. Mampazham; U. Pakka aam.
E043,Mangosteen,Garcinia mangostana,Fruits,E. Purple mangosteen; H. Mangustan; Mal. Kodam puli; Tam. Sulambali.
E044,Manila tamarind,Pithecellobium dulce,Fruits,B. Jilapi; G. Bakhai ambli/Vilayabi ambli; H. Ganga imli/ Jangal jalebi; Kan. Seema/ dora hunase; Kh. Soh kyntoi im; M. Mange; Mar. Vilayatichinch; P. Jangjalebi; Tam. Kodukkapuli; Tel. Seema chintakaya.
E045,"Musk melon, orange flesh",Cucumis melon,Fruits,A. Siral; B. Kharamuja; E. Muskmelon; G. Kharbujo; H. Kharbooja; Kan. Kharbooja; Kash. Kherbuz; Mal. Mulam pazham; Mar. Kharbooja; O. Kharbooja; P. Kharbooja; S. Kharbuuja; Tam. Mulam pazham; Tel. Kharbooja; U. Kharbuz.
E046,"Musk melon, yellow flesh",Cucumis melo,Fruits,A. Siral; B. Kharamuja; E. Muskmelon; G. Kharbujo (Pido); H. Kharbooja; Kan. Kharbooja; Kash. Kherbuz; Mal. Mulam pazham; Mar. Kharbooja; O. Kharbooja; P. Kharbooja; S. Kharbuuja; Tam. Mulam pazham; Tel. Kharbooja; U. Kharbuz.
E047,"Orange, pulp",Citrus aurantium,Fruits,A. Komola; B. Kamala lebu; G. Santra; H. Santra; Kan. Kithilai; Kash. Sangtar; Kh. Soh niamtra; Mal. Madhura naranga; M. Komla; Mar. Santre; N. Suntala; O. Kamala; P. Santra; S. Naarangga; Tam. Saathukudi; Tel. Kamala padu; U. Santra.
E048,"Palm fruit, tender",Borassus flabellifer,Fruits,"E. Doub palm, Palmyra palm, Tala palm, Toddy palm, Wine palm, Ice apple; H. Tar; Kan. Thati mangu; Mal. Pnamnungu; O. Tala Saja; Tam. Panai nungu; Tel. Thati munjalu."
E049,"Papaya, ripe",Carcia papaya,Fruits,"A. Amita; B. Pepe (paka); E. Papaw, Pawpaw; G. Papayu; H. Papita; Kan. Pappayi Hannu; Kash. Papita; Kh. Soh Kymphor; Kon. Papayi; Mal. Omakai; M. Awathabi amunba; Mar. Popai; N. Mewa; O. Amrutbhanda (Pachila); P. Papita; Tam. Pappali; Tel. Boppayi pandu; U. Papita."
E050,Peach,Prunus communis,Fruits,A. Ahom bogori; E. Nectarine; H. Aroo; Kash. Aer; Kh. Soh phareng; M. Chumbrei; P. Aroo.
E051,Pear,Pyrus sp.,Fruits,A. Naspoti; B. Nashpati; G. Nashpatino; H. Nashpati; Kan. Berikai; Kash. Tang; Kh. Soh phoh; Mal. Sabarjil; M. Naspati; Mar. Nashpati; N. Naspati; O. Nashpati; P. Nashpati; Tam. Berikkai; Tel. Berikaya; U. Nashpati.
E052,Phalsa,Grewia asiatica,Fruits,A. Pharaskol; B. Falsa; G. Falsa; H. Falsa; Kan. Phalsa hannu; Kh. Soh broi rit; Mal. Palisa; Mar. Falsa; O. Mirgichara; P. Falsa; Tam. Palisa; Tel. Falsa pandu; U. Falsa.
E053,Pineapple,Ananas comosus,Fruits,A. Ahnaros; B. Anarasa; G. Anenas; H. Ananas; Kan. Ananas; Kash. Punchitipul; Kh. Soh trun; Kon. Anas; Mal. Kayirha chakka; M. Kihom Ananas; O. Sapuri; P. Ananas; Tam. Annasi pazham; Tel. Anasa pandu; U. Ananas.
E054,Plum,Prunus domestica,Fruits,B. Alubokhara; H. Alubokhara; G. Aaddu; Kan. Onagida draakshi; Kash. Aeir; Kh. Soh plum dorris/ Norris; M. Heikha; P. Aloobhukhara; Tel. Alapagoda.
E055,"Pomegranate, maroon seeds",Punica granatum,Fruits,A. dalim; B. Bedana; G. Dadam; H. Anar; Kan. Dalimbari; Kash. Daan; Kh. Soh pomegranate; Kon. Dalimb; Mal. Mathalam pazhham; M. Kamphoi; Mar. Dalimb; O. Dalimba; P. Anar; S. Daaddima; Tam. Madhulam pazham; Tel. Danimma pandu; U. Anaar.
E056,Pummelo,Citrus maxima,Fruits,A. Rabab tenga; B. Batabilembu; E. Pomelo; G. Papnuse; H. Chakotra; Kan. Chakkota; Kh. Soh bah; Mal. Bombilimas; M. Nobab; Mar. Papnus; O. Batapilembu; Tam. Bombilimas; Tel. Pampara panasa.
E057,"Raisins, dried, black",Vitis vinifera,Fruits,A. kishmish; B. kishmish; E. Dried grape; G. Kadi Draksha; H. Kishmish; Kan. Drashi; Kash. kishmish; Kh. Kismis iong; Mal. Mundiringa (unakku); M. Kismis; Mar. kishmish; O. kishmish; P. Songi; Tam. Ular dhirachai; Tel. Endu draksha; U. kishmish.
E058,"Raisins, dried, golden",Vitis vinifera,Fruits,A. Kishmish; B. Kishmish; E. Dried grape; G. Pidi Draksha; H. Kishmish; Kan. Drashi; Kash. Kishmish; Kh. Kismis saw; Kon. Suke dhrakshi; Mal. Mundiringa (unakku); M. Kismis; Mar. kishmish; N. Kismis; O. Kishmish ; P. Songi; Tam. Ular dhirachai; Tel. Endu draksha; U. Kishmish.
E059,Rambutan,Nephelium lappaceum,Fruits,H. Rambutan.
E060,Sapota,Achras sapota,Fruits,A. Chiku; E. Sapodilla; H. Chiku; Kan. Sapota; Mal. Sapota; Mar. Chiku; O. Sapota; P. Chiku; Tel. Sapota; U. Sapota.
E061,Soursop,Annona muricata,Fruits,H. Shul-ram fal; Kan. Lakshmanaphala/Mulluramphala; Mal. Mullatha; Tam. Malai seethapalam/ Paanghi pazham; Tel. Lakshamana phalamu.
E062,Star fruit,Averrhoa carambola,Fruits,"A. Kordoi; E. Carambola, Starfruit; G. Amrakh; H. Kazmal/Kamrakh; Kan. Kamaraka/ Kapazakshi hannu; Kh. Soh pyrshong; Mal. Caturappuli; M. Heinoujom; Mar. Karambal; O. Karamanga; Tam. Tamarattai; U. Kamrakh."
E063,Strawberry,Fragaria ananassa,Fruits,G. strawberry; Kan. Nela milli hannu; Kh. Strawberry/ soh stap; Mal. Stroberry; P. Lachi; Kash. Istaber; Tam. Strawberry.
E064,"Tamarind, pulp",Tamarindus indicus,Fruits,A. Teteli; B. Tetul; G. Amli; H. Imli; Kan. Hunise hannu; Kash. Tambari; Kh. Soh kyntoi; Mal. Puli; M. Mange; Mar. Chinch; N. Imali; O. Tentuli; P. Imli; S. Sucukrika; Tam. Puli; Tel. Chintha pandu; U. Imli.
E065,"Water melon, dark green (sugar baby)",Citrullus vulgaris,Fruits,A. Tormuj; B. Tarmuj; E. Watermelon; G. Tadbuj; H. Tarbuj; Kan. Kallangadi; Kash. Hend wend; Kh. Soh watermelon; Kon. Bacchanga; Mal. Thannir mathan; M. Tarbuj; Mar. Kalingad; N. Kharbuja; O. Tarvuja; P. Dawana; Tam. Darbusani; Tel. Puchakaya; U. Tarbuja.
E066,"Water melon, pale green",Citrullus vulgaris,Fruits,A. Tormuj; B. Tarmuj; E. Watermelon; G. Tadbuj; H. Tarbuj; Kan. Kallangadi; Kash. Hend wend; Kh. Soh watermelon; Kon. Bacchanga; Mal. Thannir mathan; M. Tarbuj; Mar. Kalingad; N. Kharbuja; O. Tarvuja; P. Dawana; Tam. Darbusani; Tel. Puchakaya; U. Tarbuja.
E067,Wood apple,Limonia acidissima,Fruits,A. Bel; B. Koyeth Bael; E. Elephant apple; G. Kothu; H. Kaith; Kan. Bele; Kash. Bum choont; Mal. Vilam pazham; Mar. Kavath; O. Kaitha; P. Chaktora; S. Bilvaon (Gorakamli); Tam. Vilam pazham; Tel. Velega pandu; U. Beal.
E068,Zizyphus,Zizyphus jujuba,Fruits,"A. Bogori; B. Kula; E. Jujube, Ziziphus; G. Ber; H. Ber; Kan. Yelachi; Kash. Brey; Kh. Soh broi heh; Kon. Bor; Mal. Elanth pazham; M. Boroi; Mar. Bor; O. Barakoli; P. Beri; S. Badarii; Tam. Elanthai pazham; Tel. Regu pandu; U. Ber."
F001,Beetroot,Beta vulgaris,Roots and Tubers,"A. Beet; B. Beet; E. Beet root, Beet, Table beet, Garden beet, Red beet, Golden beet; G. Beet; H. Chukandar; Kan. Beet; Kh. U bit; Kash. Chogander munji; Mal. Beet root; Mar. Beet root; O. Bita; P. Chukandar; S. Paalangashaakah; Tam. Beet root; Tel. Beet root; U. Chokhandar."
F002,"Carrot, orange",Dacus carota,Roots and Tubers,A. Gajor; B. Gajar; G. Gajar; H. Gajar; Kan. Gajjare; Kash. Ghahzir; Kh. U kajor; Mal. Carrot; M. Gajar; Mar. Gajar; N. Gajar; O. Gajara; P. Gajar; S. Grunjanam; Tam. Carrot; Tel. Gajjara gadda; U. Gajar.
F003,"Carrot, red",Dacus carota,Roots and Tubers,A. Gajor; B. Gajar; G. Gajar; H. Gajar; Kan. Gajjare; Kash. Ghahzir; Kh. Kajor; Mal. Carrot; M. Gajar; Mar. Gajar; N. Gajar; O. Gajara; P. Gajar; S. Grunjanam; Tam. Carrot; Tel. Gajjara gadda; U. Gajar.
F004,Colocasia,Colocasia antiquorum,Roots and Tubers,A. Kosu; B. Kochu; E. Taro; G. Advi; H. Arwi; Kan. Samagadde; Kash. faram; Kh. Ka shriew; Mal. Chembu; M. Paan; Mar. Alu kanda; O. Saru; P. Arwi; Tam. Seppankizhangu; Tel. Chama dumpa; U. Arwi.
F005,Lotus root,Nelumbium nelumbo,Roots and Tubers,"A. podum thari; G. Kamad kakdi; H. Kamal gatta, Kamal kakdi; Kan. Tavare dantu; Kash. Nader; Kh. Thied lotus; Mal. Thamara thandu; M. Thambou; Mar. Kamalkaakdi; O. Padma nad; P. Kamal zahr; Tam. Thamaraithandu; Tel. Thamara kada; U. Kanwal kakri."
F006,"Potato, brown skin, big",Solanum tuberosum,Roots and Tubers,A. Simolu aloo; B. Gal alu; G. Bateka; H. Alu; Kan. Alugadda; Kash. Oalu; Kh. U phan; Kon. Alu; N. Alu; Mal. Urula kizhangu; M. Aloo; Mar. Batata; O. Alu; P. Alu; S. Aalukah; Tam. Urulai kizhangu; Tel. Bangala dumpa; U. Alu.
F007,"Potato, brown skin, small",Solanum tuberosum,Roots and Tubers,"A. Simolu aloo; B. Gal alu; G. Bateka; H. Alu; Kan. Alugadda; Kash. Oalu; Kh. Phan rit; Kon. Alu; M. Aloo; Mar. Batata; N., O., P., U. Alu; S. Aalukah; Tam. Urulaikizhangu; Tel. Bangala dumpa."
F008,"Potato, red skin",Solanum tuberosum,Roots and Tubers,A. Aloo; B. Gal alu; G. Bateka; H. Alu; Kan. Alugadda; Kash. Oalu; Kh. Phan saw; Kon. Alu; Mal. Urula kizhangu; Mar. Batata; N. Alu; O. Alu; P. Alu; S. Aalukah; M. Aloo; Tam. Urulaikizhangu; Tel. Bangala dumpa; U. Alu.
F009,"Radish, elongate, red skin",Raphanus sativus,Roots and Tubers,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli saw; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.
F010,"Radish, elongate, white skin",Raphanus sativus,Roots and Tubers,A. Mula; B. Mula; G. Muda; H. Muli; Kan. Mullangi; Kh. Muli lieh; Mal. Mullangi; Mar. Mula; N. Mula; O. Mula; P. Gonglu; S. Moolikaa; Tam. Mullangi; Tel. Mullangi; U. Mooli.
