code,name,scie,lang,grup,regn,tags,yield,preparation
G016,Mint leaves,Mentha spicata,A. Podina; B. Pudina; E. Mentha; G. Phudino; H. Pudina; Kan. Pudina; Kash. Pudinth; Kh. Pudina; Mal. Pudina; M. Nungsihidak; Mar. Pudina; N. Baabari; O. Pudina Patra; P. Pudina; Tam. Pudina; Tel. Pudina; U. Pudina.,Condiments and Spices,4,vegetarian eggetarian fishetarian veg,0.8083333333,"Washing, Minimal stem removal"
G017,"Onion, big",Allium cepa,"A. Piyanj; B. Peyaj; E. Bulb onion, Common onion; G. Kando; H. Pyaz; Kan. Eerulli; Kash. Gandha; Kh. Piat; Mal. Ulli; M. Tilhou; Mar. Kanda; N. Pyaj; O. Piaja; P. Gandhe; S. Palaanduh; Tam. Vengayam; Tel. Neerulli/Ullipaya; U. Pyaaz.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,0.85,"Peeling, Trimming ends"
G018,"Onion, small",Allium cepa,"A. Xoru Piyanj; B. Gundhun; E. Bulb onion, Common onion; G. Dungri (nani); H. Pyaaz Kali; Kan. Chikk Eerulli; Kash. Praan; Kh. Piat rit; Mal. Cheriya Ulli; M. Tilhou ; Mar. Kanda; N. Chayapi; P. Gandhe; Tam. Chinna vengayam; Tel. Chinna ullipaya; U. Pyaaz.",Condiments and Spices,5,vegetarian eggetarian fishetarian veg,0.85,"Peeling, Trimming ends"
G019,Asafoetida,Ferula assa-foetida,"A. Hing; B. Hing; E. Food of the Gods, Jowani Badian, Hengu, Ingu, Kayam, Ting; G. Hing; H. Hing ; Kan. Hingu; Kash. Yangu; Kh. U hing; Mal. Perungayam; M. Hing; Mar. Hing; N. Hing; O. Hingu; P. Hing; S. Badhika; Tam. Perugayam; Tel. Inguva; U. Hing.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,1,None
G020,"Cardamom, green",Elettaria cardamomum,A. Ilasi; B. Elach; E. True cardamom; G. Alechi; H. Elaychi; Kan. Yelakki; Kash. Aa’l budu’a aa’ l; Kh. Elaishi; Mal. Elakkai; M. Elaichi; Mar. Veldoda; N. Alaichi; O. Alaichi; P. Shoti elaychi; S. Ela; Tam. Elakkai; Tel. Elakkai; U. Elaichi.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,1,None
G021,"Cardamom, black",Elettaria cardamomum,"B. Boro elach; E. Hill cardamom, Bengal cardamom, Greater cardamom, Indian cardamom, Nepal cardamom, Winged cardamom, Brown cardamom; G. Moti alechi; A. Ilasi; H. Badi elaychi; Kan. Yelakki; Kash. Aa’l budu’a aa’ l; Kh. Elaichi; Mal. Elathari; M. Elaichi; Mar. Veldoda; N. Alaichi; O. Alaichi; P. Baddi elaychi; S. Ela; Tam. Elakkai; Tel. Elakkai; U. Elaichi.",Condiments and Spices,4,vegetarian eggetarian fishetarian veg,1,None
G022,"Chillies, red",Capsicum annum,A. Sukan jolokia; B. Shuckhuo Lonka; E. Red chilli pepper; G. Lal marcha (sukha); H. Mirchi; Kan. Ona Menasinakayi; Kh. Sohmynken trykhong; Mal. Mulaku; M. Morok Akangba; Mar. Mulaku; N. Rato Khursani; O. Lanka; P. Lal mircha; Tam. Varamilagai; Tel. Mirapakaya; U. Lal mirchi.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,0.9133333333,"Washing, Stem removal (optional: deseeding)"
G023,Cloves,Syzygium aromaticum,A. Long; B. Lobong; G. Lavang; H. Lavang; Kan. Lavanga; Kash. Ruang; Kh. U long; Mal. Krambu; M. Long; Mar. Lavang; N. Luwang; O. Labang; P. Long; S. Lavanga; Tam. Krambu; Tel. Lavangu; U. Long.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,1,None
G024,Coriander seeds,Coriandrum sativum,"A. Dhoniya; B. Dhone; E. Cilantro seeds, Chinese parsley seeds; G. Sukha dhana; H. Dhania; Kan. Kothambari; Kash. Daaniwal; Kh. Symbai dhania; Mal. Kothambalari; M. Fadhighom Maru; Mar. Dhane; N. Dhania; O. Dhania; P. Dhania; S. Dhanyaka; Tam. Kothamalli vidhai; Tel. Dhaniyalu; U. Dhaniya.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
G025,Cumin seeds,Cuminum cyminum,A. Jeera; B. Jire; G. Jiru; H. Jira; Kan. Jeerage; Kash. Zyur; Kh. U jeera; Mal. Jeerakam; M. Jeera; Mar. Jira; N. Jeera; O. Jira; P. Jira; S. Jiraka; Tam. Jeerakam; Tel. Jeelakarra; U. Jira.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
G026,Fenugreek seeds,Trigonella foenum graecum,A. Methi; B. Methi; G. Methi dana ; H. Methi; Kan. Menthe; Kash. Meeth; Kh. Symbai methi; Mal. Uluva; M. Methi; Mar. Methi; N. Methi; O. Methi; P. Methi; S. Methe; Tam. Venthayam; Tel. Menthulu; U. Methi.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
G027,Mace,Myristica fragrans,B. Jayitri; E. Nutmeg; G. Javantri; H. Avithri; Kan. Jalwatur; Kash. Jalwatur; Mal. Jathipatri; Mar. Jaypatri; O. Jayitri; P. Jaipatri; Tam. Jathipatri; Tel. Japathri; U. Javantri.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,1,None
G028,Nutmeg,Myristica fragrans,"A. Jaiphal; B. Jayphal; E. Fragrant nutmeg, True nutmeg; G. Jayaphad; H. Jaiphal; Kan. Jayikayi mara; Kash. Zaaphal; Mal. Jathikai; Mar. Jayaphala; N. Jaiphal; O. Jaiphal; P. Jaiphal; S. Jatiphala; Tam. Jathikai; Tel. Jajikaya; U. Jaifal.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,1,None
G029,Omum,Trachyspermum ammi,"A. Ajwain; B. Joan; E. Ajwain, Ajowan, Ajowan caraway, Ajman, Bishop`s weed, Carom; G. Ajmo; H. Ajwan; Kan. Oma; Kash. Jawind; Kh. Paspron; Mal. Ayamothakam; Mar. Onva; O. Juani; P. Ajwain; S. Ajamoda; Tam. Omum; Tel. Vamu; U. Ajwain.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
G030,Pippali,Piper longum,"B. Pipul; E. Long pepper, Indian long pepper; G. Khus khus; H. Pipli; Kan. Kandan Lippili; Kh. Sohmarit khlaw; Mal. Tippali; Mar. Pimpli; O. Sarupippali; P.  Javantri; S. Pippali; Tam. Tippili; Tel. Pippallu; U. Pipul.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
G031,"Pepper, black",Piper nigrum,"A. Kola jaluk; B. Golmarichi; E. Peppercorn; G. Mari; H. Kalimirchi; Kan. Kari menasu; Kash. Marutus; Kh. Soh marit; Mal. Kurumlaku; Mar. Mire; N. Marich; O. Golomarcho; P. Kalimirchi; S. Marich ushna, hapusha; Tam. Milagu; Tel. Mirayalu; U. Kaali Mirch.",Condiments and Spices,6,vegetarian eggetarian fishetarian veg,1,None
G032,Poppy seeds,Papaver somniferum,A. Afoo guti; B. Posta; G. Aphina; H. Postdana; Kan. Afim; Kash. Khaskhash; Mal. Afiam; Mar. Khaskhas; N. Khus Khus; O. Postak; P. Khas Khas; S. Khasa; Tam. Khasakhasa; Tel. Gasagasalu; U. Khash Khash.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,0.9283333333,Washing (optional)
G033,Turmeric powder,Curcuma domestica,A. Halodhi; B. Holud; G. Haddar; H. Haldi; Kan. Anashina; Kash. Lader; Kh. Shynrai; Mal. Manjal; M. Yaingang; Mar. Halad; N. Besar; O. Haladi; P. Haldi; S. Haladi; Tam. Manjal; Tel. Pasupu; U. Haldi.,Condiments and Spices,6,vegetarian eggetarian fishetarian veg,1,None
H001,Almond,Prunus amygdalus,A. China badam; B. Badam; G. Badam; H. Badam; Kan. Badam; Kash. Badam; Kh. Almon; Mal. Vatam kottai; M. Badam; Mar. Badam; N. Kagji Badam; O. Badam; P. Badam; Tam. Badam paruppu; Tel. Badam Pappu; U. Badam.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.985,Shelling (optional: blanching)
H002,"Arecanut, dried, brown",Areca catechu,"A.Sufari; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supari; Kh. Kwai tyrkhong; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Kottai paakku; Tel. Vakka; U. Supari.",Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.5166666667,Shelling
H003,"Arecanut, dried, red color",Areca catechu,"A. Sufari; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supaari; Kh. Kwai supari; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Paakku; Tel. Vakka; U. Supari.",Nuts and Oil Seeds,3,vegetarian eggetarian fishetarian veg,0.5166666667,Shelling
H004,"Arecanut, fresh",Areca catechu,"A. Kesa tamul; B. Supari; E. Areca nut, Betel nut; G. Sopari; H. Supari; Kan. Adike; Kash. Supaari; Kh. Kwai im; Mal. Adakka; M. Kwa Maru; Mar. Supari; N. Supari; O. Gua; P. Supari; S. Puuga; Tam. Paakku; Tel. Vakka; U. Supari.",Nuts and Oil Seeds,2,vegetarian eggetarian fishetarian veg,0.5166666667,Shelling
H005,Cashew nut,Anacardium occidentale,A. Kaju badam; B. Hijli Badam; G. Kaju; H. Kaju; Kan. Geru beeja; Kash. Kaju; Kh. Soh kashu; Mal. Kasu andi; M. Kaju; Mar. Kaju; N. Kaju; O. Lanka ambu; P. Kaju; Tam. Mundiri paruppu; Tel. Jeedi pappu; U. Kaju.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
H006,"Coconut, kernel, dry",Cocos nucifera,A. Dab narikol; B. Narkel; G. Kopra ni kachli; H. Nariyal; Kan. Thengini kai; Kash. Narjil; Kh. Snep kor trykhong; Mal. Thenga; M. Yubi Akangba; Mar. Narel; O. Nadia; P. Gola; Tam. Kopparai; Tel. Endu Kobbari; U. Khopra.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.4833333333,Shell removal
H007,"Coconut, kernel, fresh",Cocos nucifera,A. Narikol; B. Narkel; G. Nariyad; H. Nariyal; Kan. Thengina kayi; Kash. Narjeel; Kh. Snep kor im; Mal. Karikku; M. Yubi; Mar. Narel; N. Naribel; O. Paida; P. Nariyal; S. Naarikela; Tam. Thenkai; Tel. Kobbari; U. Nariyel.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.45,Shell removal
H008,"Garden cress, seeds",Lepidium sativum,A. Soru manimunni ; B. Halim; G. Asadiyo; H. Halim; Kan. Allibija; Mal. Alivirai; Mar. Ahiva; P. Halim; Tam. Alivirai; Tel. Adityala.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
H009,"Gingelly seeds, black",Sesamum indicum,A. Kola til; B. Til; E. Sesame seeds; G. Kada tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei iong; Mal. Ellu; M. Thoiding Amuba; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til .,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
H010,"Gingelly seeds, brown",Sesamum indicum,A. Matia rangar til; B. Til; E. Sesame seeds; G. Tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei; Mal. Ellu; M. Thoiding; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til.,Nuts and Oil Seeds,4,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
H011,"Gingelly seeds, white",Sesamum indicum,A. Boga til; B. Til; E. Sesame seeds; G. Safed tal; H. Til; Kan. Acchellu; Kash. Til; Kh. Nei; Mal. Ellu; M. Thoiding Angouba; Mar. Til; N. Teel; O. Rasi; P. Til; S. Til; Tam. Ellu; Tel. Nuvvulu; U. Til.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
H012,Ground nut,Arachis hypogea,"A. Badam; B. China badam; E. Peanut, Groundnut, Goober; G. Singdana; H. Moog phali; Kan. Kadale kayi; Kash. Moong phalli; Kh. Badam; Mal. Nilakkadalai; M. Leibak Hawai; Mar. Bhui mug; O. China badam; P. Moog phali; Tam. Verkadalai; Tel. Verusenaga; U. Moog phali.",Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.675,Shelling (optional: skin removal)
H013,Mustard seeds,Brassica nigra,A. Soriyah; B. Sorse; G. Rai; H. Rai; Kan. Sasuve; Kash. Assur; Kh. Symbai syrso; Mal. Kadugu; M. Hangham Maru; Mar. Mohori; N. Rayo; O. Sorisa; P. Rai; S. Sarssapa; Tam. Kadugu; Tel. Avalu; U. Rai.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
H014,Linseeds,Linum usitatissimum,"B. Tishi; E. Flax seeds, Common flax; G. Adsi; H. Alsi; Kan. Agasi; Kash. Ailsh; Mal. Cheruchana vithu; Mar. Jawas; O. Pesi; P. Alsi; S. Atasii; Tam. Ali vidai; Tel. Avise ginzalu; U. Alsi.",Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
H015,"Niger seeds, black",Guizotia abyssinica,A. Sorguja; B. Ram til; G. Kada tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.,Nuts and Oil Seeds,4,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
H016,"Niger seeds, grey",Guizotia abyssinica,A. Sorguja; B. Ram til; G. Tal; H. Kala til; Kan. Gurellu; Kash. Bazar-Bhang; Mal. Karim jeerakam; Mar. Karale; Tam. Kattelu; Tel. Valasulu.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,0.9925,Washing (optional)
H017,Pine seeds,Pinus sp.,E. Pine nut; G. Chilgoza; H. Chilgoza; Kash. Chilgoza; Kh. Symbai soh kseh; Mar. Jhurane biya; P. Rhi.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,0.45,Shelling
H018,Pistachio nuts,Pistacia vera,A. Pista; B. Pesta; G. Pista; H. Pista; Kan. Pista; Kash. Pista; Kh. Pista; Mal. Pista; Mar. Pista; N. Pista; O. Pista; P. Pista; Tam. Pista; Tel. Pista; U. Pista.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.5,Washing (optional)
H019,Safflower seeds,Carthamus tinctorius,B. Kusum; G. Kusumbo; H. Kardi; Kan. Kusambe; Kh. Symbai tiew sngi; Mal. Karadi; Mar. Karadi; Tam. Sendurkan vidhai; Tel. Kusuma ginzalu.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,0.5,Washing (optional)
H020,Sunflower seeds,Helianthus annuus,A. Beli phular guti; B. Suraj mukhi; G. Suraj mukhi na bee; H. Surya mukhi; Kan. Sryakanti bijagalu; Kh. Symbai tiew sngi; Mal. Suryakanthi; M. Numitlei Maru; Mar. Surya mukhi; O. Surjya Mukhi Manji; P. Suraj mukhi; Tam. Suryakanthi vidhai; Tel. Podduthirugidi puvvu ginzalu.,Nuts and Oil Seeds,5,vegetarian eggetarian fishetarian veg,0.5,Shelling
H021,Walnut,Juglans regia,A. Akhrot; B. Akhrot; G. Akhrot; H. Akhrot; Kan. Akrodu; Kash. Dhoon; Kh. Walnut; Mal. Akrottandi; M. Heijukha; Mar. Akhrod; N. Okhar; O. Akhoot; P. Akhrot; Tam. Akhrot; Tel. Akrot kaya; U. Akhrut.,Nuts and Oil Seeds,6,vegetarian eggetarian fishetarian veg,0.5,Shelling
I001,"Jaggery, cane",Saccharum officinarum,A. Gur; B. Gurh; G. God; H. Gud; Kan. Bella; Kash. Gor; Kh. Mithai Gur; Kon. Godd; Mal. Vellam; M. Chini Anganba; Mar. Gul; O. Guda; P. Gud; Tam. Mandavellam; Tel. Bellam; U. Gud.,Sugars,6,vegetarian eggetarian fishetarian veg,0.975,Processing
I002,"Sugarcane, juice",Saccharum officinarum,A. Kunhiyar; B. Akher rosh; G. Sherdino ras; H. Ganne-ka-ras; Kan. Kabbina halu; Kash. Ganne rus; Kh. Soh Pai; Mal. Karumbin neeru; M. Chuhing; Mar. Usacha rasa; O. Aakhu Dorua; P. Ganne-da-ras; Tam. Karumbu charu; Tel. Cheruku rasam; U. Ganne-ke-ras.,Sugars,6,vegetarian eggetarian fishetarian veg,0.975,Processing
J001,"Button mushroom, fresh",Agaricus sp.,"A. Mushroom; B. Banger chata; E. Common mushroom, Portobello mushroom; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit budam; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.",Mushrooms,1,vegetarian eggetarian fishetarian veg,0.875,Trimming/Washing
J002,"Chicken mushroom, fresh",Lactiporus sp.,A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Kh. Tit tyndong; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,1,vegetarian eggetarian fishetarian veg,0.875,Trimming/Washing
J003,"Shiitake mushroom, fresh",Lentinula sp.,A. Mushroom; B. Banger chata; G. Biladi no top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Uyen; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,1,vegetarian eggetarian fishetarian veg,0.875,Trimming/Washing
J004,"Oyster mushroom, dried",Pleurotus sp.,B. Banger chata; G. Biladino top; Kan. Aanabay/Aanabe; Kash. Hadder; Mal. Kun koon; M. Chenghum; Mar. Bhoochhtra; O. Chatu; P. Khoomba; Tam. Kaalaan; Tel. Putta Godugu.,Mushrooms,1,vegetarian eggetarian fishetarian veg,0.925,Trimming/Washing
K001,Toddy,,"A. Tari; B. Tari; E. Palm wine; Kan. Henda; G. Tadi; H. Tarai; Kh. Kiad lieh; Mar., O. Tadi; P. Todhi; Mal., Tam., Tel. Kallu.",Miscellaneous Foods,10,vegetarian eggetarian fishetarian veg,1,None
K002,Coconut water,Cocos nucifera,A. Dab narikolor pani; B. Daberjal; G. Nariyad nu pani; H. Nariyal ka pani; Kan. Thenga neeru; Kash. Narji pooen; Kh. Um snepkor; Mal. Thenga vellam; M. Yubi Mahi; Mar. Naral pani; O. Paida pani; P. Gola da pani; Tam. Ilaneer; Tel. Kobbari neeru.,Miscellaneous Foods,6,vegetarian eggetarian fishetarian veg,1,None
L001,"Milk, whole, Buffalo",,A. Mohor gakhir; B. Dudha (Mosher); G. Bhes nu dhudh; H. Bhains ka dhood; Kan. Uemma halu; Kash. Doodh; Kh. Dud muid; Mal. Kerbau paal; M. Eroi Sanghom; Mar. Doodh (Maish); O. Mainsi dudha; P. Maz da doodh; Tam. Erumaipal; Tel. Gedha/Barre palu.,Milk and Milk Products,6,vegetarian eggetarian fishetarian veg,1,None
L002,"Milk, whole, Cow",,A. Garoor gakhir; B. Doodh (garu); G. Gai nu dhudh; H. Gai ka doodh; Kan. Hasuvina halu; Kash. Doodh; Kh. Dud masi; M. San Sanghom; Mar. Doodh (gay); O. Gai dudha; P. Gaan da doodh; S. Gow kshiram; Tam. Pasumpaal; Tel. Aavu paalu.,Milk and Milk Products,6,vegetarian eggetarian fishetarian veg,1,None
L003,Paneer,,A. Paneer; B. Chena; E. Cottage Cheese; G. Paneer; H. Chhena; Kan. Tali; Kash. Chaman; Kh. Paneer; Mal. Palkatti; M. Channa; O. Chhena; P. Paneer; Tam. Paladai; Tel. Paalavirugudu.,Milk and Milk Products,6,vegetarian eggetarian fishetarian veg,1,None
L004,Khoa,,"A. Khoa; B., H., Kan., Mal., P., Tel. Khoa; G. Mavo; Kash. Khoya; Kh. Malai khowa; O. Khua; P. Khoya; Tam. Thirattupal.",Milk and Milk Products,6,vegetarian eggetarian fishetarian veg,1,None
M001,"Egg, poultry, whole, raw",,A. Koni; B. Dim; G. Indu; H. Anda; Kan. Motte; Kash. Thool; Kh. Pylleng; Kon. Tandri/Tanti; Mal. Mutta; M. Yairum; Mar. Ande; N. Anda/Phool; O. Anda; P. Anda; Tam. Muttai; Tel. Guddu; U. Anda.,Egg and Egg Products,6,eggetarian fishetarian nonveg,1,Shell removal
M002,"Egg, poultry, white, raw",,A. Koni Boga; B. Dimer Shada Ongsho; G. Indu no Safed Bhaag; H. Ande ki Safedi; Kan. Motteya Bili; Kash. Thool Safed Hissa; Kh. Pylleng Lieh; Kon. Tantyacho Dhovo Bhag; Mal. Muttayude Vella; M. Yairum Angouba; Mar. Andyacha Pandhra Balak; N. Andako Seto Bhag; O. Andara Dhala Ansa; P. Ande di Safedi; Tam. Muttai Vellai Karu; Tel. Guddu Tella Sona; U. Ande ki Safedi.,Egg and Egg Products,6,eggetarian fishetarian nonveg,1,Shell removal
M003,"Egg, poultry, yolk, raw",,A. Koni Halodhiya; B. Dimer Kushum; G. Indu ni Pili Jardi; H. Ande ki Zardi; Kan. Motteya Haladi; Kash. Thool Pila Hissa; Kh. Pylleng Stem; Kon. Tantyacho Holduvo Bhag; Mal. Muttayude Manja; M. Yairum Amanba; Mar. Andyacha Pivla Balak; N. Andako Pahenlo Bhag; O. Andara Haladia Ansa; P. Ande di Zardi; Tam. Muttai Manjal Karu; Tel. Guddu Pacha Sona; U. Ande ki Zardi.,Egg and Egg Products,6,eggetarian fishetarian nonveg,1,Shell removal
M004,"Egg, poultry, whole, boiled",,A. Xijoa Koni; B. Sheddho Dim; G. Bafelu Indu; H. Ubla Anda; Kan. Beyisida Motte; Kash. Hukyun Thool; Kh. Pylleng Thnam; Kon. Ukdil'lem Tanti; Mal. Puzhungiya Mutta; M. Yairum Tathpa; Mar. Ukadalele Ande; N. Usineko Anda; O. Sijha Anda; P. Ublia Anda; Tam. Avitha Muttai; Tel. Udikinchina Guddu; U. Ubla Anda.,Egg and Egg Products,6,eggetarian fishetarian nonveg,1,Shell removal
M005,"Egg, poultry, white, boiled",,A. Xijoa Koni Boga; B. Sheddho Dimer Shada; G. Bafelu Indu no Safed Bhaag; H. Ubla Safedi; Kan. Beyisida Motteya Bili; Kash. Hukyun Thool Safed; Kh. Pylleng Lieh Thnam; Kon. Ukdil'lem Dhovo Bhag; Mal. Puzhungiya Vella; M. Yairum Angouba Tathpa; Mar. Ukadlela Pandhra Balak; N. Usineko Seto Bhag; O. Sijha Andara Dhala Ansa; P. Ubli Safedi; Tam. Avitha Muttai Vellai; Tel. Udikinchina Tella Sona; U. Ubli Safedi.,Egg and Egg Products,6,eggetarian fishetarian nonveg,1,Shell removal
M006,"Egg, poultry, yolk, boiled",,A. Xijoa Koni Halodhiya; B. Sheddho Dimer Kushum; G. Bafelu Indu ni Pili Jardi; H. Ubla Zardi; Kan. Beyisida Motteya Haladi; Kash. Hukyun Thool Pila; Kh. Pylleng Stem Thnam; Kon. Ukdil'lem Holduvo Bhag; Mal. Puzhungiya Manja; M. Yairum Amanba Tathpa; Mar. Ukadlela Pivla Balak; N. Usineko Pahenlo Bhag; O. Sijha Andara Haladia Ansa; P. Ubli Zardi; Tam. Avitha Muttai Manjal; Tel. Udikinchina Pacha Sona; U. Ubli Zardi.,Egg and Egg Products,6,eggetarian fishetarian nonveg,1,Shell removal
M007,"Egg, poultry, omlet",,H. Aamlet; O. Anda Bhaja; P. Aamlet; Tam. Muttai Dosai; U. Aamlet.,Egg and Egg Products,3,eggetarian fishetarian nonveg,1,Shell removal
M008,"Egg, country hen, whole, raw",,A. Ghironiya Murgir Koni; B. Deshi Murgir Dim; G. Desi Marghi nu Indu; H. Desi Murgi ka Anda; Kan. Naati Koli Motte; Kash. Desi Kokur Thool; Kh. Syiar Shnong Pylleng; Kon. Gavtti Kombiechem Tanti; Mal. Naadan Kozhi Mutta; M. Yumshan Yen Yairum; Mar. Gavran Kombdiche Ande; N. Sthaniya Kukhura ko Anda; O. Desi Kukuda Anda; P. Desi Murgi da Anda; Tam. Naattu Kozhi Muttai; Tel. Naatu Kodi Guddu; U. Desi Murghi ka Anda.,Egg and Egg Products,1,eggetarian fishetarian nonveg,1,Shell removal
M009,"Egg, country hen, whole, boiled",,A. Xijoa Ghironiya Murgir Koni; B. Sheddho Deshi Murgir Dim; G. Bafelu Desi Marghi nu Indu; H. Ubla Desi Murgi ka Anda; Kan. Beyisida Naati Koli Motte; Kash. Hukyun Desi Kokur Thool; Kh. Pylleng Syiar Shnong Thnam; Kon. Ukdil'lem Gavtti Kombiechem Tanti; Mal. Puzhungiya Naadan Kozhi Mutta; M. Yumshan Yen Yairum Tathpa; Mar. Ukadlele Gavran Kombdiche Ande; N. Usineko Sthaniya Kukhura ko Anda; O. Sijha Desi Kukuda Anda; P. Ublia Desi Murgi da Anda; Tam. Avitha Naattu Kozhi Muttai; Tel. Udikinchina Naatu Kodi Guddu; U. Ubla Desi Murghi ka Anda.,Egg and Egg Products,1,eggetarian fishetarian nonveg,1,Shell removal
M010,"Egg, country hen, omlet",,H. Desi Aamlet; O. Desi Anda Bhaja; P. Desi Aamlet; Tam. Naattu Kozhi Muttai Dosai; U. Desi Aamlet.,Egg and Egg Products,1,eggetarian fishetarian nonveg,1,Shell removal
M011,"Egg, duck, whole, boiled",,A. Xijoa Hahor Koni; B. Sheddho Haasher Dim; G. Bafelu Batak nu Indu; H. Ubla Batakh ka Anda; Kan. Beyisida Batu Motte; Kash. Hukyun ?. Thool; Kh. ?. Pylleng Thnam; Kon. Ukdil'lem ?. Tanti; Mal. Puzhungiya Thaaraavu Mutta; M. Nganu Yairum Tathpa; Mar. Ukadlele Badak Ande; N. Usineko Haas ko Anda; O. Sijha Bataka Anda; P. Ublia Batakh da Anda; Tam. Avitha Vaathu Muttai; Tel. Udikinchina Baathu Guddu; U. Ubla Batakh ka Anda.,Egg and Egg Products,1,eggetarian fishetarian nonveg,1,Shell removal
M012,"Egg, duck, whole, raw",,A. Hahor Koni; B. Haasher Dim; G. Batak nu Indu; H. Batakh ka Anda; Kan. Batu Motte; Kash. ?. Thool; Kh. ?. Pylleng; Kon. ?. Tanti; Mal. Thaaraavu Mutta; M. Nganu Yairum; Mar. Badak Ande; N. Haas ko Anda; O. Bataka Anda; P. Batakh da Anda; Tam. Vaathu Muttai; Tel. Baathu Guddu; U. Batakh ka Anda.,Egg and Egg Products,1,eggetarian fishetarian nonveg,1,Shell removal
M013,"Egg, duck, whole, omlet",,H. Batakh Aamlet; O. Bataka Anda Bhaja; P. Batakh Aamlet; Tam. Vaathu Muttai Dosai; U. Batakh Aamlet.,Egg and Egg Products,1,eggetarian fishetarian nonveg,1,Shell removal
M014,"Egg, quial, whole, raw",,A. ?. Koni; B. Bater Dim; G. ?. Indu; H. Bater ka Anda; Kan. ?. Motte; Kash. ?. Thool; Kh. ?. Pylleng; Kon. ?. Tanti; Mal. Kaada Mutta; M. ?. Yairum; Mar. Lavari Ande; N. Batai ko Anda; O. Batera Anda; P. Bater da Anda; Tam. Kaadai Muttai; Tel. Burusu Pitta Guddu; U. Bater ka Anda.,Egg and Egg Products,1,eggetarian fishetarian nonveg,1,Shell removal
